0.000000, 0.200000, 0.000000, 0.000000, -0.000074, 0.000003, 0.377069, 0.000000, 0.000006, 0.000006, 0.000006, 0.000006, 0  
0.000000, 0.199985, 0.000000, 0.000000, 0.003363, -0.000804, 0.372567, 0.000000, -0.000319, -0.000319, -0.000319, -0.000319, 0  
-0.000000, 0.229115, 0.000000, 0.000000, 0.423248, -0.680764, 0.630766, 0.000000, 0.612952, 0.612952, 0.612952, 0.612952, 0  
-0.000000, 0.229095, 0.000000, 0.000000, 0.425450, -0.679305, 0.625236, 0.000000, 0.612528, 0.612528, 0.612528, 0.612528, 0  
-0.000000, 0.229075, 0.000000, 0.000000, 0.427203, -0.677392, 0.619710, 0.000000, 0.612103, 0.612103, 0.612103, 0.612103, 0  
-0.000000, 0.229055, 0.000000, 0.000000, 0.429346, -0.676147, 0.614152, 0.000000, 0.611680, 0.611680, 0.611680, 0.611680, 0  
-0.000000, 0.229035, 0.000000, 0.000000, 0.430255, -0.673403, 0.608658, 0.000000, 0.611253, 0.611253, 0.611253, 0.611253, 0  
-0.000000, 0.229015, 0.000000, 0.000000, 0.431829, -0.671719, 0.603132, 0.000000, 0.610832, 0.610832, 0.610832, 0.610832, 0  
-0.000000, 0.228994, 0.000000, 0.000000, 0.433121, -0.669784, 0.597589, 0.000000, 0.610408, 0.610408, 0.610408, 0.610408, 0  
-0.000000, 0.228973, 0.000000, 0.000000, 0.432724, -0.665695, 0.592082, 0.000000, 0.609967, 0.609967, 0.609967, 0.609967, 0  
-0.000000, 0.228953, 0.000000, 0.000000, 0.433503, -0.663389, 0.586586, 0.000000, 0.609545, 0.609545, 0.609545, 0.609545, 0  
-0.000000, 0.228933, 0.000000, 0.000000, 0.433974, -0.660803, 0.581070, 0.000000, 0.609119, 0.609119, 0.609119, 0.609119, 0  
-0.000000, 0.228913, 0.000000, 0.000000, 0.434176, -0.657983, 0.575545, 0.000000, 0.608690, 0.608690, 0.608690, 0.608690, 0  
-0.000000, 0.228892, 0.000000, 0.000000, 0.434090, -0.654920, 0.570014, 0.000000, 0.608257, 0.608257, 0.608257, 0.608257, 0  
-0.000000, 0.228872, 0.000000, 0.000000, 0.433776, -0.651720, 0.564531, 0.000000, 0.607827, 0.607827, 0.607827, 0.607827, 0  
-0.000000, 0.228851, 0.000000, 0.000000, 0.433171, -0.648268, 0.559040, 0.000000, 0.607392, 0.607392, 0.607392, 0.607392, 0  
-0.000000, 0.228830, 0.000000, 0.000000, 0.432299, -0.644577, 0.553535, 0.000000, 0.606954, 0.606954, 0.606954, 0.606954, 0  
-0.000000, 0.228810, 0.000000, 0.000000, 0.431195, -0.640762, 0.548089, 0.000000, 0.606518, 0.606518, 0.606518, 0.606518, 0  
